,L1_L2,L2_L3,L3_L4,L4_L5,L5_L6,L6_WM,is_man_gene
LINC00982,0.24085988647065576,0.6006225178676914,0.32750560405379436,0.7051589970913142,0.09864590712896222,0.18674284425478466,False
PRDM16,0.9723454386275105,0.12446862415039958,0.47680736121679623,0.6451882613841229,0.10447766217403803,0.8272641432249048,False
AL008733.1,,,,,,,False
AL590438.1,,,,,0.3147626960961606,0.3132079139106218,False
ARHGEF16,0.03216014910866942,0.158624494912134,0.06398444620949921,0.5473500680204498,0.006009817022074969,0.0032060551809720665,False
AL512413.1,,,,,,,False
MEGF6,0.8725446239945346,0.7477125395091497,0.46176719102766994,0.2506913114889356,0.8692223629059534,0.054707135534580856,False
AL513320.1,,,,,0.31476266151965326,0.31320787933569727,False
TPRG1L,5.371153587709954e-13,0.007281570824975884,0.3228411417238418,0.9596997500975479,1.280758382330225e-12,1.0888013450127527e-06,False
WRAP73,0.0005438133520174123,0.3646049012329837,0.8417907243101667,0.7409699108153986,0.32931634787670416,0.8507656287744141,False
TP73,0.11562659120301827,0.11817876632180323,0.3006904635398485,0.20658277755994123,0.4214701858966492,0.03415018571694778,False
AL136528.1,,,,,,,False
AL136528.2,,,,0.5285655766459464,0.32025086822459337,0.32180426724937844,False
CCDC27,0.19299638236149844,0.2765822151537321,0.6053487441622722,,,,False
SMIM1,0.6460099372044008,1.0,0.7508229275231492,0.9880651719842095,0.481502967782489,0.3384523572560142,False
LRRC47,7.3559311149955e-15,0.8378183595986529,0.8212289704073773,0.4300402988689722,1.4951749732157927e-07,0.8512477236743139,False
AL365330.1,,,,,0.3147626788079074,0.9899840042930177,False
CEP104,0.026176988123068,0.032337004727258443,0.7558757087330864,0.38699631292790393,0.1588674553603801,0.18049868840404723,False
DFFB,0.03305842791829431,0.6590081976964687,0.3073796832215925,0.11696067516636278,0.6077680539679153,0.809559904669011,False
C1orf174,0.009340839591711654,0.7051069562025356,0.4100360399747214,0.7516711754918206,0.0009589228214158978,0.44031273366657964,False
LINC01134,,,,,0.31476266151965326,0.31320787933569727,False
LINC01346,,0.6226699408341148,0.6053487829640927,,,,False
LINC01345,,0.6226699595406984,0.6053488023649988,,,,False
AL805961.1,0.4430790534892276,0.6226699221275281,0.6053487635631842,,,,False
AL805961.2,0.04615157712902987,0.7818519556011275,0.7404601766386354,0.9134657438122008,0.7963892805673132,0.14896386179890253,False
LINC01777,,,,,,,False
AL355602.1,,,,,,,False
Z98747.1,,,,,,,False
LINC01646,,,,,,,False
AJAP1,8.028776344465992e-08,0.488750973263253,0.2710763908580924,0.07613736972547912,0.1421961770887272,0.12526593524908078,False
BX005132.2,,,,,,,False
BX005132.1,,,,,,,False
AL691497.1,,,,,,,False
AL139823.1,,,,,,,False
Z98259.3,,,,,,,False
Z98259.2,,,,,,,False
Z98259.1,,,,,,,False
AL365255.1,0.0034016696608670225,0.17423637632729602,0.8601980584497807,0.11720647058776053,0.6452420807373274,0.08030285920413961,False
NPHP4,1.1708151000087795e-05,0.01765337123544012,0.47045214014215486,0.5934404973930831,0.07007489306516516,0.6168926596523439,False
KCNAB2,1.2158194254091025e-14,0.010462921762104421,0.20589413919509608,0.05705145258145861,3.520932706962388e-05,2.0375083657020507e-19,False
CHD5,7.531488681877167e-11,0.11680033599591301,0.21179771852509413,0.3232670337794268,2.2062227615959125e-13,4.351982904514704e-07,False
RPL22,2.0102767729316202e-28,0.34741717152080775,0.19624625852047872,0.05034365726555009,2.5202934268011895e-15,1.4080804712126662e-17,False
AL031847.1,0.06884176083661034,0.073838905931412,0.39025088401842833,0.7065269342782108,0.4149484236729075,0.977533190765618,False
RNF207,0.0007028585872235174,0.021477532969900084,0.7008468915732922,0.513639045139191,0.07088877729726961,0.27419389695775637,False
ICMT,2.768149521522629e-07,0.4313153362969425,0.5151808849983075,0.019468784231087544,0.02017974473493394,0.05103439710790503,False
LINC00337,,,,,,,False
HES3,,,,,,,False
GPR153,0.48334460678184366,0.08606976895539867,0.23340248474657174,0.7789131581601145,0.011775680160348651,0.9544728849302109,False
ACOT7,2.5197225460654582e-27,0.0340229309444864,0.8153127783969966,0.09784958165267355,3.4892220510902728e-15,4.9293725576776514e-11,False
AL031848.2,,0.39359024966622613,0.37032702123978,,0.3147626788079074,0.5740175012941703,False
HES2,0.008906667517851881,0.0034498385372757796,0.6031986991232956,0.8514453719971752,0.9909497298763298,0.2658146179596404,False
ESPN,0.06597423359400297,0.9916934560497801,0.3125978125270949,0.775847418855284,0.05221309116951317,0.10170183223840212,False
AL031848.1,,,,,,,False
TNFRSF25,1.0235478633750387e-08,0.011437333774638481,0.3260138670391258,0.12651125516171044,0.18919936392250924,0.01483520051629065,False
PLEKHG5,6.265539108920905e-06,0.21547938790777058,0.0013899939140908928,0.42913088855081527,0.003913372118401171,0.0037836563840399785,False
NOL9,5.002718457825065e-05,0.647162171305157,0.18664393649270972,0.6931581207311261,0.1319741828653223,0.604110967196656,False
TAS1R1,,0.6226699408341148,0.6053487829640927,0.5285655766459464,0.32025086822459337,,False
ZBTB48,0.006971531989022081,0.18806391437145858,0.8922567011314365,0.5836473840353309,0.18948866818950927,0.5756364918450256,False
KLHL21,2.9013923559726063e-09,0.47190544510197396,0.2251885154786208,0.020105085166665655,0.03451310057947812,0.24574741304063488,False
PHF13,0.00685601860461514,0.6284156842307995,0.6073912091129505,0.5029876658979691,0.7234728321499717,0.6585930365010922,False
THAP3,1.2480838759335538e-07,0.09499574575858681,0.9135636839740702,0.8759664089691916,0.0018438212775169934,0.18225010561282745,False
DNAJC11,1.3496874828189742e-10,0.08943019643974612,0.7631247644783408,0.46709771221275154,2.054804030905583e-05,0.7449532515238684,False
LINC01672,,,,,,,False
AL591163.1,,,,,,,False
CAMTA1-DT,0.19299638236149844,0.9780176890624355,0.3006904635398485,0.3724730316864524,0.40558285773650815,0.6875256422562364,False
CAMTA1,2.273434619786223e-16,0.21797540392435208,0.672675817113402,0.8159892683108609,7.62996938674787e-16,0.00027131879931124734,False
AL512330.1,,,,,,,False
Z97987.1,,,,,,,False
AL365194.1,,,,,,,False
AL359881.3,0.19299640554468295,0.27658224058269115,0.6053487635631842,0.20658277755994123,0.04642501873155488,0.32180426724937844,False
AL359881.2,,,,0.5285655766459464,0.9936056173992487,0.5740175105913217,False
AL359881.1,,0.3243361272616688,0.3006904374701942,0.5285655617472308,0.3114527540535344,0.7224809962401735,False
VAMP3,0.00028198414485110007,0.5899843589949867,0.9824932339981822,0.5418366081440885,0.1532180355003124,1.1613776357715452e-22,False
PER3,8.027216120601883e-06,0.13750238837875806,0.24983972688884773,0.6642864048872492,0.027692490536991344,0.19708489218331463,False
Z98884.1,,,,,,,False
UTS2,0.4430790534892276,0.6226699408341148,0.31631919243960893,0.11287734012723498,0.15486733836338548,0.15354399994650345,False
TNFRSF9,0.4430790736530349,0.6226699408341148,0.6053487829640927,,0.314762644231398,0.3132078620482331,False
PARK7,1.6105412031789239e-32,0.6989539620734935,0.7004390702254122,0.11852776626747548,8.633805112887495e-16,0.004534446979274109,False
AL034417.4,0.7054645643790569,0.2765822535143317,0.6053487829640927,,,0.20996098142259415,False
AL034417.3,,,,,,,False
ERRFI1,0.06532160197182413,0.12140755820590544,0.6786952995507409,0.36286085877290786,0.014577523227601896,0.1164915684454448,False
AL034417.2,,,0.0530583229489642,0.11287734012723498,,,False
LINC01714,,,,,,,False
AL358876.2,,,,,,,False
SLC45A1,2.210119767184737e-05,0.19468346790577518,0.8256509755032443,0.41561266152703236,0.004297090514387243,0.0015682680628916334,False
RERE,1.1059455524319893e-16,0.34066255690543756,0.6077925195449301,0.797605321180227,1.5557664310371488e-10,0.7655550698175521,False
AL096855.1,,,,0.5285655766459464,0.32025086822459337,0.32180426724937844,False
AL357552.2,,,,,,,False
ENO1,1.599204761208646e-36,0.926420872906497,0.3016159824253258,0.8034093171566321,5.601222542747738e-24,0.296726518618519,False
ENO1-AS1,,,,,0.3147626960961606,0.989984004471989,False
CA6,0.4430790736530349,,,,,,False
SLC2A7,,,,,,,False
SLC2A5,0.1518717371566452,0.4134507704786696,0.17000727009321914,0.9160076789626306,0.3272835856879708,0.42174713039517653,False
GPR157,0.003401672365050647,0.17423638842204262,0.10075629575064561,0.12137502345027225,0.32422710443034586,0.1378256381231657,False
MIR34AHG,0.058632362417297905,0.45092199213538997,0.574093160128189,0.20903274291525356,0.9842739004545615,0.14896387640741646,False
LINC01759,,0.3243361272616688,0.3006904374701942,0.3724730316864524,0.9909497298763298,0.15354399994650345,False
H6PD,0.28213870657576445,0.9190548666206914,0.49409973636727933,0.6642094784003212,0.6058223706910582,0.6157987705740918,False
SPSB1,0.00435157721264033,0.26394728676487034,0.47810170505926464,0.6485583980024477,0.14375068996703316,0.0015877003787493767,False
BX323043.1,0.4430790534892276,0.4862833271919158,0.4647103918027583,0.3724730316864524,0.1595758403648018,0.08577592298243171,False
AL928921.2,0.892475116066723,0.5444782889445821,0.7901086366951339,0.878135434394393,0.3224290760208801,0.036390503738456405,False
AL928921.1,,,,,,,False
SLC25A33,0.00011986487455950574,0.3881025693785284,0.20852649912180599,0.3892908281982487,9.202369154036155e-05,0.8533634798788257,False
TMEM201,0.03172843836006351,0.9639792604407003,0.8975173254348033,0.7145986339930206,0.013305555912884086,0.11239568711644173,False
PIK3CD,0.16004887829424566,0.5298035920358956,0.9656958310743808,0.8543530907733744,0.6796512684658498,0.0019566641275281143,False
PIK3CD-AS1,,,,,,,False
PIK3CD-AS2,0.7054645519481907,0.38126528120401704,0.32733434077192547,0.6747059812655201,0.4214701858966492,0.9858241507765588,False
CLSTN1,3.910887310199765e-51,0.2792669493921678,0.03668901908772331,0.6273275121433883,2.0203673388785776e-18,1.312342936665441e-26,False
CTNNBIP1,0.01683172185805347,0.4465649924376852,0.16614647939757368,0.9497600881554764,0.0022192668015105837,0.08076234567353459,False
AL357140.1,,,,,0.31476266151965326,0.31320787933569727,False
LZIC,0.008370124878711444,0.30372829715877786,0.9726769288168263,0.22862081324207031,0.501162467290524,0.4056388267020813,False
NMNAT1,0.24851041211049285,0.054113791621873714,0.4047029523100827,0.9266852041347546,0.6917620884570271,0.7087463808744954,False
RBP7,0.030991683488322815,0.5672310154779541,0.9934881349959893,0.9495578053055329,0.5372311834546075,1.0866384502366847e-09,False
UBE4B,0.00016405647325465906,0.535013096775024,0.8618695244698815,0.31608944088834373,0.0959865463745695,0.9996614465721056,False
KIF1B,2.608170147138421e-15,0.07668392534043562,0.8651322723618347,0.5189546304993058,7.96273354423983e-10,0.014680602173108287,False
AL139424.3,0.19299635917831248,0.2765822285196977,0.6053487829640927,,,,False
AL139424.2,0.00037441623893581306,0.5490456286365837,0.9730098812330406,0.16890582554748876,0.01405086157784741,0.18914847324159947,False
PGD,0.0003524535700807114,0.15299887937528966,0.6601823636494952,0.587616451481177,8.533782205956757e-08,0.6451349459634006,False
AL139424.1,,0.6226699595406984,0.6053488023649988,,,,False
CENPS-CORT,0.09131809314646896,0.876117082284083,0.6778464574861455,0.7153226077913835,0.3957931672638698,0.2540022747815448,False
CENPS,0.9175052495930145,0.30026637105095344,0.22598124721008586,0.6856301465486276,0.12577110302576375,0.034411046932299155,False
CORT,8.811531272706181e-06,0.3806318461703806,0.4071148047796632,0.6066232214243295,0.09986669414110286,0.8278969901177125,False
DFFA,0.0001458915393887913,0.6584241443010218,0.38789800552537934,0.4912780825939159,0.033595362863226653,0.08370627784318985,False
AL354956.1,,,,,,0.32180426724937844,False
PEX14,0.00039630117234019637,0.10279448979433527,0.4478442190755757,0.7532038187911221,0.015866042690586574,0.029210436899891692,False
CASZ1,0.3326822353605826,0.6002842052215429,0.349086631695921,0.715322617640451,0.7726751891387605,0.8276073715002062,False
AL139423.1,0.4430790736530349,0.3243361011650556,0.300690411400537,0.3724730316864524,0.9909497298763298,0.15354399994650345,False
C1orf127,0.4430790534892276,0.4862833271919158,0.4647103918027583,,,,False
TARDBP,5.3733984084571226e-15,0.12866786895061968,0.057270667352541875,0.7370779147346532,0.0005837783448297512,3.2752463394678106e-05,False
AL109811.4,0.19299635917831248,0.042203271803930735,,,,,False
MASP2,,,,,0.31476266151965326,0.31320787933569727,False
AL109811.3,0.1345595572116709,0.0516232907199538,0.4885003220637987,0.2402252019909512,0.04214087151372051,0.7397981814083538,False
SRM,2.319220515913596e-13,0.6451141854009589,0.046099106840612795,0.2792021773637164,4.498612904605039e-07,0.5366016258742383,False
EXOSC10,9.302750877971253e-06,0.09945923309875469,0.5240540000944796,0.573290205653422,0.1616262179888875,0.4556961342475635,False
AL109811.1,,0.6226699408341148,0.6053487829640927,,,0.32180426724937844,False
AL109811.2,0.7054645519481907,0.047888931813397186,0.19866577583940656,0.03869410526154902,0.056165649458428696,0.14896388012508047,False
MTOR,3.6109942283894354e-08,0.5717853469656563,0.2017169861212523,0.4537680584965498,0.004836039970838664,0.1498999545109349,False
MTOR-AS1,,,,,,,False
ANGPTL7,0.2884044479271152,0.039083547092969094,0.6053488023649988,,0.3147626960961606,0.9899840046541719,False
UBIAD1,0.4682586587314448,0.3822829520848754,0.1575396431198204,0.8647377393607819,0.937820023277166,0.0013588345842897541,False
AL031291.1,,,,,,,False
DISP3,0.1805972818279977,0.449591342967109,0.10387784346146872,0.0033985788990185594,0.02824018445254913,0.005573954346208916,False
LINC01647,,,,,,,False
AL031731.1,0.19299635917831248,0.2765822285196977,0.6053487829640927,0.5285655766459464,0.32025086822459337,0.32180426724937844,False
FBXO2,3.7323105803799935e-11,0.04690489837025682,0.09637015442068471,0.1287786290327082,1.1497255406767284e-08,2.3062006952366424e-05,False
FBXO44,5.294241983191719e-19,0.9250367332763025,0.035398577350625536,0.9543772418291944,7.22806947656675e-11,0.00023727003829539296,False
FBXO6,0.002734104610817975,0.8251627404126946,0.3462159611624155,0.32742560774234475,0.005291394298649729,0.3919785305211263,False
MAD2L2,1.579895327923997e-06,0.01883328298193358,0.06592647851094616,0.13501850316169167,0.09530725833791981,0.010228566576715977,False
DRAXIN,0.11562658166830288,0.11817874945259474,0.9521749341623629,0.49958656870465357,0.9936056173992487,0.3255725043595795,False
AGTRAP,0.6214996437030957,0.4519297825803468,0.800730966402974,0.36744520181328366,0.688972786327272,0.14392977003984117,False
C1orf167,0.023716952182975714,0.4010380140403722,0.9336422499458852,0.33906023251598605,0.09119410399970508,0.3485478380451352,False
AL953897.1,,,,,,,False
MTHFR,5.8117538458986114e-08,0.4054281320834938,0.7650643476446937,0.21442391613273135,0.3777803884499582,0.4697340873758451,False
CLCN6,1.4096312395603328e-08,0.17799182595024676,0.12034042131322942,0.2677873733376321,1.136633810095996e-08,0.8444039062564394,False
NPPA-AS1,0.4430790534892276,0.32433615335827926,0.9521749362242538,0.6747059812655201,0.1832495481037522,0.31320787933569727,False
NPPA,2.582401977083466e-11,0.000835344599344344,0.007700278160549696,0.6282146731865915,0.9706996698370975,0.24440313364781782,False
NPPB,,0.6226699408341148,0.6053487829640927,0.5285655468485136,0.32025083325388226,0.16091917544921377,False
KIAA2013,0.0005987299323169085,0.6163469483683666,0.903617416454375,0.30401883947581326,0.42475729160587883,0.1025581196911215,False
PLOD1,1.614054137755633e-07,0.4896620431908313,0.6914566699444296,0.09390609913794366,0.6896801183951848,0.42980093825346777,False
MFN2,5.947537373221586e-12,0.37665057426030846,0.06710411610529594,0.26454986945896813,5.026379976219986e-07,0.10406295930798069,False
MIIP,0.16344105398209738,0.9809224998336926,0.6108041371749062,0.9406347295125139,0.058016948566257935,0.12653405813784574,False
TNFRSF8,,0.6226699408341148,0.6053487829640927,,,0.321804284846573,False
TNFRSF1B,0.5627374646648311,0.7548767412704088,0.22793712129258198,0.19469880430548075,0.5742297558371652,0.9569290791219915,False
VPS13D,0.000349696551568058,0.004200805195880531,0.9289740991362865,0.6428154846593508,0.00011449634554959444,0.00046852970211384875,False
AC243836.1,,,,,,,False
DHRS3,0.051454873632546874,0.7151271205180669,0.4835714077679253,0.5584903904944116,0.015748618302508306,0.008312736418083824,False
AC254633.1,,,,0.5285655617472308,0.3202508507392386,0.32180426724937844,False
AADACL4,,,,,,,False
AADACL3,,,,,,,False
C1orf158,,,,,,,False
PRAMEF12,,,,,,,False
PRAMEF1,,,,,,,False
LINC01784,,,,,,,False
PRAMEF11,,,,,,,False
HNRNPCL1,,,,,,,False
PRAMEF2,,,,,,,False
PRAMEF4,,,,,,,False
PRAMEF10,,,,,,,False
PRAMEF7,,,,,,,False
PRAMEF6,,,,,,,False
PRAMEF27,,,,,,,False
HNRNPCL3,,,,,,,False
PRAMEF25,,,,,,,False
HNRNPCL2,,,,,,,False
AC245056.1,,,,,,,False
PRAMEF26,,,,,,,False
HNRNPCL4,,,,,,,False
